nid	mid	fields
1501795198857	1474174238449	to be different; wrong (～と)	違う｜ちがう
1501795246670	1474174238449	to be lost; to disappear (～が)	なくなる
1501795284408	1474174238449	to talk behind someone's back	悪口を言う｜わるぐちをいう
1501795396971	1474174238449	to take (an examination, interview, etc.) (～を)	受ける｜うける
1501795472008	1474174238449	to change (～を)	換える｜かえる
1501795530149	1474174238449	to answer (～に)	答える｜こたえる
1501795563758	1474174238449	(something/someone) separates; parts from (～と)	離れる｜はなれる
1501795655350	1474174238449	to look...(facial expression)	～顔をする｜～かおをする
1501795702830	1474174238449	to be disappointed (～に)	がっかりする
1501795750768	1474174238449	to be tolerant/patient (～を)	我慢する｜がまんする
1501795817686	1474174238449	to take care of... (～の)	世話をする｜せわをする
1501795876454	1474174238449	to sympathize (～に)&nbsp;	同情する｜どうじょうする
1501795923996	1474174238449	(tire) goes flat (～が)	パンクする
1501795964075	1474174238449	(something/someone) comes back	戻ってくる｜もどってくる
1501796004657	1474174238449	to win a championship	優勝する｜ゆうしょうする
1501796046233	1474174238449	no	いや
1501796055308	1474174238449	Take care of yourself.	元気でね｜げんきでね
1501796085059	1474174238449	finally	最後に｜さいごに
1501796105452	1474174238449	You are right.	そうそう
1501796132159	1474174238449	it is about time to...	そろそろ
1501796151904	1474174238449	such...; that kind of...	そんな～
1501796190483	1474174238449	extremely	ものすごく
1497222509193	1474174238449	(your/his) wife (polite)	おくさま
1497222559041	1474174238449	(your/their) child (polite)	おこさん
1497222737335	1474174238449	expression of gratitude	おれい
1497222763507	1474174238449	honorific language	けいご
1497222790008	1474174238449	this way (polite)	こちら
1497222833166	1474174238449	business trip	しゅっちょう
1497222877422	1474174238449	a kind; a sort	しゅるい
1497223202224	1474174238449	personality	せいかく
1497223232972	1474174238449	junior high school student	ちゅうがくせい
1497223258824	1474174238449	where (polite)	どちら
1497223283721	1474174238449	lazy person	なまけもの
1497223316637	1474174238449	worry	なやみ
1497223351259	1474174238449	shy person	はずかしがりや
1497223393815	1474174238449	chat; talk	はなし
1497223419534	1474174238449	department manager	ぶちょう
1497223450481	1474174238449	culture	ぶんか
1497223964900	1474174238449	mistake	まちがい
1497223987298	1474174238449	be on good/close terms; to get along well	なかがいい
1497224024954	1474174238449	serious; sober; diligent	まじめ（な）
1497224062402	1474174238449	honorific expression for いく, くる, and いる	いらっしゃる
1497224141935	1474174238449	to walk/drive (someone) (person を place まで)	おくる
1497224874863	1474174238449	to get angry	おこる
1497224903226	1474174238449	honorific expression for いう	おっしゃる
1497224953660	1474174238449	honorific expression for ねる	おやすみになる
1497224998796	1474174238449	to be decided (~が)	きまる
1497225035160	1474174238449	honorific expression for くれる	くださる
1497225067483	1474174238449	honorific expression for みる	ごらんになる
1497227081309	1474174238449	to get acquainted with (~と)	しりあう
1497227142639	1474174238449	honorific expression for ～ている	～ていらっしゃる
1497227216372	1474174238449	honorific expression for する	なさる
1497227695026	1474174238449	to move (to another place to live) (～に)	ひっこす
1497227755795	1474174238449	honorific expression for たべる and のむ	めしあがる
1497227828395	1474174238449	to call (one's name) (～を); to invite (person を event に)	よぶ
1497227926424	1474174238449	to stop by (～に)	よる
1497227958047	1474174238449	to become late (～に)	おくれる
1497228052604	1474174238449	to sit down (seat に)	かける
1497228084334	1474174238449	to become sunny	はれる
1497228108894	1474174238449	to be popular (in terms of romantic interest) (people に)	もてる
1497228258315	1474174238449	to hold back for the time being; to refrain from	えんりょする
1497228311754	1474174238449	to treat/invite (someone) to a meal (person に meal を)	ごちそうする
1497228383368	1474174238449	to invite someone (to an event / a place) (person を event/place に)	しょうたいする
1497228475029	1474174238449	to watch out; to give warning	ちゅういする
1497228507124	1474174238449	to have a talk	はなしをする
1497228528862	1474174238449	the day before yesterday	おととい
1497228549415	1474174238449	then; therefore	それで
1497228569282	1474174238449	why (=どうして)	なぜ
1497228643356	1474174238449	in fact; originally	ほんとうは
1497228671568	1474174238449	every morning	まいあさ
1497228697305	1474174238449	still	まだ
1497228705718	1474174238449	party of...people	～めいさま
1497228736938	1474174238449	Welcome.	ようこそ
1497228757066	1474174238449	Please give my best regards (to...). (～に)	よろしくおつたえください
1499224178928	1474174238449	that way (polite)	あちら
1499224239599	1474174238449	animation	アニメ
1499224267121	1474174238449	space alien	宇宙人｜うちゅうじん
1499224290350	1474174238449	sound	音｜おと
1499224309676	1474174238449	rice ball	おにぎり
1499224323153	1474174238449	our person in charge	係の者｜かかりのもの
1499224346926	1474174238449	corner	角｜かど
1499224363328	1474174238449	airport	空港｜くうこう
1499224383011	1474174238449	letter; character	字｜じ
1499224397078	1474174238449	branch office	支店｜してん
1499224417979	1474174238449	hobby; pastime	趣味｜しゅみ
1499224436543	1474174238449	novel	小説｜しょうせつ
1499224458397	1474174238449	traffic light	信号｜しんごう
1499224482680	1474174238449	sneakers	スニーカー
1499224498362	1474174238449	fan	扇子｜せんす
1499224513813	1474174238449	moon	月｜つき
1499224524003	1474174238449	electronic dictionary	電子辞書｜でんしじしょ
1499224562241	1474174238449	Germany	ドイツ
1499224576367	1474174238449	high heels	ハイヒール
1499224604855	1474174238449	...shop	～屋｜～や
1499224620711	1474174238449	heavy; serious (illness)	重い｜おもい
1499224654129	1474174238449	light	軽い｜かるい
1499224667863	1474174238449	extra-modest expression for する	致す｜いたす
1499224712642	1474174238449	extra-modest expression for たべる and のむ	いただく｜頂く
1499224915630	1474174238449	humble expression for もらう	頂く｜いただく
1499224963276	1474174238449	to humbly visit; to humbly ask	伺う｜うかがう
1499225009474	1474174238449	extra-modest expression いる	おる
1499225049360	1474174238449	extra-modest expression for ある	ござる
1499225074203	1474174238449	extra-modest expression for ～ている	～ておる
1499225115669	1474174238449	extra-modest expression for です	～でござる
1499225171734	1474174238449	extra-modest expression for いく and くる	参る｜まいる
1499225249981	1474174238449	to turn (right/left) (<i>corner</i>&nbsp;<b>を</b><i>&nbsp;direction </i>に)	曲がる｜まがる
1499225405249	1474174238449	extra-modest expression for いう	申す｜もうす
1499225450765	1474174238449	to return; to come back (～に)	戻る｜もどる
1499225498023	1474174238449	to be audible (～が)	聞こえる｜きこえる
1499225561463	1474174238449	humble expression for あげる	差し上げる｜さしあげる
1499225604757	1474174238449	to convey (message)	伝える｜つたえる
1499225655049	1474174238449	to keep (someone) waiting (～を)	待たせる｜またせる
1499225709855	1474174238449	to exchange (X と Y を)	交換する｜こうかんする
1499225767922	1474174238449	to lead a life	生活する｜せいかつする
1499225812117	1474174238449	to return (merchandise) (～を)	返品する｜へんぴんする
1499225881534	1474174238449	Oh!	おや？
1499225903132	1474174238449	...th floor	～階｜～かい
1499225918884	1474174238449	Certainly.	かしこまりました
1499225958194	1474174238449	I am not sure...	さあ
1499225987349	1474174238449	I'm very sorry.	失礼しました｜しつれいしました
1499226034140	1474174238449	a few seconds	少々｜しょうしょう
1499226067239	1474174238449	if that is the case...	それでは
1499226095669	1474174238449	if possible	できれば
1499226122223	1474174238449	really (very polite)	誠に｜まことに
1499226203246	1474174238449	again	また
1499226222025	1474174238449	X such as...	～みたいなX
1499226262493	1474174238449	You have my apologies.	申し訳ありません｜もうしわけありません
1499226317528	1474174238449	if it is okay (polite)	よろしかったら
1500927128835	1474174238449	baby	赤ちゃん｜あかちゃん
1500927191092	1474174238449	mosquito	蚊｜か
1500927231977	1474174238449	business meeting; conference	会議｜かいぎ
1500927284539	1474174238449	gasoline	ガソリン
1500927309054	1474174238449	environment	環境｜かんきょう
1500927343477	1474174238449	police; police station	警察｜けいさつ
1500927382043	1474174238449	factory	工場｜こうじょう
1500927416382	1474174238449	things; matters	事｜こと
1500927441898	1474174238449	last train	終電｜しゅうでん
1500927481193	1474174238449	preparation	準備｜じゅんび
1500927514781	1474174238449	speech	スピーチ
1500927555286	1474174238449	government	政府｜せいふ
1500927611181	1474174238449	sexual offender; pervert	ちかん
1500927644488	1474174238449	colleague	同僚｜どうりょう
1500927685900	1474174238449	thief; burglar	泥棒｜どろぼう
1500927732634	1474174238449	abbreviation of アルバイト	バイト
1500927818303	1474174238449	criminal	犯人｜はんにん
1500927872715	1474174238449	poster	ポスター
1500927898678	1474174238449	old days; past	昔｜むかし
1500927977709	1474174238449	complaint	文句｜もんく
1500928010106	1474174238449	absence; not at home	留守｜るす
1500928085767	1474174238449	far (away)	遠い｜とおい
1500928126699	1474174238449	awful	ひどい
1500928142246	1474174238449	safe	安全（な）｜あんぜん（な）
1500928224184	1474174238449	precious; valuable	大切（な）｜たいせつ（な）
1500928315208	1474174238449	messy; disorganized	めちゃくちゃ（な）
1500928389027	1474174238449	to put; to lay; to place (<i>place </i>に<i>&nbsp;object </i>を)	置く｜おく
1500928610328	1474174238449	to notice (～に)	気が付く｜きがつく
